,instance_type,linux_price,windows_price,region
4907,m5n.12xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4908,m5n.16xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4909,m5n.24xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4910,m5dn.large,N/A*,N/A*,Asia Pacific (Hong Kong)
4911,m5dn.xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4912,m5dn.2xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4913,m5dn.4xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4914,m5dn.8xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4915,m5dn.12xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4916,m5dn.16xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4917,m5dn.24xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4918,m5a.large,N/A*,N/A*,Asia Pacific (Hong Kong)
4919,m5a.xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4920,m5a.2xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4921,m5a.4xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4922,m5a.8xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4923,m5a.12xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4924,m5a.16xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4925,m5a.24xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4926,m6g.medium,N/A*,N/A*,Asia Pacific (Hong Kong)
4927,m6g.large,N/A*,N/A*,Asia Pacific (Hong Kong)
4928,m6g.xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4929,m6g.2xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4930,m6g.4xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4931,m6g.8xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4932,m6g.12xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4933,m6g.16xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4934,m6g.metal,N/A*,N/A*,Asia Pacific (Hong Kong)
4935,m1.small,N/A*,N/A*,Asia Pacific (Hong Kong)
4936,m1.medium,N/A*,N/A*,Asia Pacific (Hong Kong)
4937,m1.large,N/A*,N/A*,Asia Pacific (Hong Kong)
4938,m1.xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4939,c5.large,$0.0324 per Hour,$0.1244 per Hour,Asia Pacific (Hong Kong)
4940,c5.xlarge,$0.0648 per Hour,$0.2488 per Hour,Asia Pacific (Hong Kong)
4941,c5.2xlarge,$0.1296 per Hour,$0.4976 per Hour,Asia Pacific (Hong Kong)
4942,c5.4xlarge,$0.2592 per Hour,$0.9952 per Hour,Asia Pacific (Hong Kong)
4943,c5.9xlarge,$0.5832 per Hour,$2.2392 per Hour,Asia Pacific (Hong Kong)
4944,c5.12xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4945,c5.18xlarge,$1.1664 per Hour,$4.4784 per Hour,Asia Pacific (Hong Kong)
4946,c5.24xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4947,c5.metal,N/A*,N/A*,Asia Pacific (Hong Kong)
4948,c5d.large,$0.0323 per Hour,$0.1243 per Hour,Asia Pacific (Hong Kong)
4949,c5d.xlarge,$0.0646 per Hour,$0.2486 per Hour,Asia Pacific (Hong Kong)
4950,c5d.2xlarge,$0.1292 per Hour,$0.4972 per Hour,Asia Pacific (Hong Kong)
4951,c5d.4xlarge,$0.2583 per Hour,$0.9943 per Hour,Asia Pacific (Hong Kong)
4952,c5d.9xlarge,$0.5812 per Hour,$2.2372 per Hour,Asia Pacific (Hong Kong)
4953,c5d.12xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4954,c5d.18xlarge,$1.1624 per Hour,$4.4744 per Hour,Asia Pacific (Hong Kong)
4955,c5d.24xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4956,c5d.metal,N/A*,N/A*,Asia Pacific (Hong Kong)
4957,c5n.large,N/A*,N/A*,Asia Pacific (Hong Kong)
4958,c5n.xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4959,c5n.2xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4960,c5n.4xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4961,c5n.9xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4962,c5n.18xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4963,c5n.metal,N/A*,N/A*,Asia Pacific (Hong Kong)
4964,c3.large,N/A*,N/A*,Asia Pacific (Hong Kong)
4965,c3.xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4966,c3.2xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4967,c3.4xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4968,c3.8xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4969,c4.large,N/A*,N/A*,Asia Pacific (Hong Kong)
4970,c4.xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4971,c4.2xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4972,c4.4xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4973,c4.8xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4974,d2.xlarge,$0.2871 per Hour,$0.4711 per Hour,Asia Pacific (Hong Kong)
4975,d2.2xlarge,$0.5742 per Hour,$0.9422 per Hour,Asia Pacific (Hong Kong)
4976,d2.4xlarge,$1.1484 per Hour,$1.8844 per Hour,Asia Pacific (Hong Kong)
4977,d2.8xlarge,$2.2968 per Hour,$3.9528 per Hour,Asia Pacific (Hong Kong)
4978,h1.2xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4979,h1.4xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4980,h1.8xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4981,h1.16xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4982,i2.xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4983,i2.2xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4984,i2.4xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4985,i2.8xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4986,i3.large,$0.0618 per Hour,$0.1538 per Hour,Asia Pacific (Hong Kong)
4987,i3.xlarge,$0.1236 per Hour,$0.3076 per Hour,Asia Pacific (Hong Kong)
4988,i3.2xlarge,$0.2472 per Hour,$0.6152 per Hour,Asia Pacific (Hong Kong)
4989,i3.4xlarge,$0.4944 per Hour,$1.2304 per Hour,Asia Pacific (Hong Kong)
4990,i3.8xlarge,$0.9888 per Hour,$2.4608 per Hour,Asia Pacific (Hong Kong)
4991,i3.16xlarge,$1.9776 per Hour,$4.9216 per Hour,Asia Pacific (Hong Kong)
4992,i3.metal,N/A*,N/A*,Asia Pacific (Hong Kong)
4993,i3en.large,N/A*,N/A*,Asia Pacific (Hong Kong)
4994,i3en.xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4995,i3en.2xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4996,i3en.3xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4997,i3en.6xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4998,i3en.12xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4999,i3en.24xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5000,i3en.metal,N/A*,N/A*,Asia Pacific (Hong Kong)
5001,c1.medium,N/A*,N/A*,Asia Pacific (Hong Kong)
5002,c1.xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5003,g2.2xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5004,g2.8xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5005,g3s.xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5006,g3.4xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5007,g3.8xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5008,g3.16xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5009,g4dn.xlarge,$0.243 per Hour,$0.427 per Hour,Asia Pacific (Hong Kong)
5010,g4dn.2xlarge,$0.3474 per Hour,$0.7154 per Hour,Asia Pacific (Hong Kong)
5011,g4dn.4xlarge,$0.5562 per Hour,$1.2922 per Hour,Asia Pacific (Hong Kong)
5012,g4dn.8xlarge,$1.0053 per Hour,$2.4773 per Hour,Asia Pacific (Hong Kong)
5013,g4dn.12xlarge,$1.8072 per Hour,$4.0152 per Hour,Asia Pacific (Hong Kong)
5014,g4dn.16xlarge,$2.0106 per Hour,$4.9546 per Hour,Asia Pacific (Hong Kong)
5015,p2.xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5016,p2.8xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5017,p2.16xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5018,p3.2xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5019,p3.8xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5020,p3.16xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5021,p3dn.24xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5022,inf1.xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5023,inf1.2xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5024,inf1.6xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5025,inf1.24xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5026,x1.16xlarge,$3.1914 per Hour,$6.1354 per Hour,Asia Pacific (Hong Kong)
5027,x1.32xlarge,$6.3828 per Hour,$12.2708 per Hour,Asia Pacific (Hong Kong)
5028,x1e.xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5029,x1e.2xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5030,x1e.4xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5031,x1e.8xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5032,x1e.16xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5033,x1e.32xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5034,r3.large,N/A*,N/A*,Asia Pacific (Hong Kong)
5035,r3.xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5036,r3.2xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5037,r3.4xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5038,r3.8xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5039,r4.large,N/A*,N/A*,Asia Pacific (Hong Kong)
5040,r4.xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5041,r4.2xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5042,r4.4xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5043,r4.8xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5044,r4.16xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5045,r5.large,$0.0382 per Hour,$0.1294 per Hour,Asia Pacific (Hong Kong)
5046,r5.xlarge,$0.0979 per Hour,$0.2589 per Hour,Asia Pacific (Hong Kong)
5047,r5.2xlarge,$0.1497 per Hour,$0.5177 per Hour,Asia Pacific (Hong Kong)
5048,r5.4xlarge,$0.2994 per Hour,$1.0354 per Hour,Asia Pacific (Hong Kong)
5049,r5.8xlarge,$0.5702 per Hour,$2.0422 per Hour,Asia Pacific (Hong Kong)
5050,r5.12xlarge,$0.8982 per Hour,$3.1062 per Hour,Asia Pacific (Hong Kong)
5051,r5.16xlarge,$1.1405 per Hour,$4.0845 per Hour,Asia Pacific (Hong Kong)
5052,r5.24xlarge,$1.7964 per Hour,$6.2124 per Hour,Asia Pacific (Hong Kong)
5053,r5a.large,N/A*,N/A*,Asia Pacific (Hong Kong)
5054,r5a.xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5055,r5a.2xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5056,r5a.4xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5057,r5a.8xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5058,r5a.12xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5059,r5a.16xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5060,r5a.24xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5061,r5ad.large,N/A*,N/A*,Asia Pacific (Hong Kong)
5062,r5ad.xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5063,r5ad.2xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5064,r5ad.4xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5065,r5ad.8xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5066,r5ad.12xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5067,r5ad.16xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5068,r5ad.24xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5069,r5d.large,$0.0346 per Hour,$0.1266 per Hour,Asia Pacific (Hong Kong)
5070,r5d.xlarge,$0.0691 per Hour,$0.2531 per Hour,Asia Pacific (Hong Kong)
5071,r5d.2xlarge,$0.1383 per Hour,$0.5063 per Hour,Asia Pacific (Hong Kong)
5072,r5d.4xlarge,$0.2766 per Hour,$1.0126 per Hour,Asia Pacific (Hong Kong)
5073,r5d.8xlarge,$0.5702 per Hour,$2.0422 per Hour,Asia Pacific (Hong Kong)
5074,r5d.12xlarge,$0.8298 per Hour,$3.0378 per Hour,Asia Pacific (Hong Kong)
5075,r5d.16xlarge,$1.1405 per Hour,$4.0845 per Hour,Asia Pacific (Hong Kong)
5076,r5d.24xlarge,$1.6596 per Hour,$6.0756 per Hour,Asia Pacific (Hong Kong)
5077,r5n.large,N/A*,N/A*,Asia Pacific (Hong Kong)
5078,r5n.xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5079,r5n.2xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5080,r5n.4xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5081,r5n.8xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5082,r5n.12xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5083,r5n.16xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5084,r5n.24xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5085,r5dn.large,N/A*,N/A*,Asia Pacific (Hong Kong)
5086,r5dn.xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5087,r5dn.2xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5088,r5dn.4xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5089,r5dn.8xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5090,r5dn.12xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5091,r5dn.16xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5092,r5dn.24xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5093,m5.metal,N/A*,N/A*,Asia Pacific (Hong Kong)
5094,m5d.metal,N/A*,N/A*,Asia Pacific (Hong Kong)
5095,r5.metal,N/A*,N/A*,Asia Pacific (Hong Kong)
5096,r5d.metal,N/A*,N/A*,Asia Pacific (Hong Kong)
5097,z1d.large,N/A*,N/A*,Asia Pacific (Hong Kong)
5098,z1d.xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5099,z1d.2xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5100,z1d.3xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5101,z1d.6xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5102,z1d.12xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5103,z1d.metal,N/A*,N/A*,Asia Pacific (Hong Kong)
5104,m2.xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5105,m2.2xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5106,m2.4xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5107,t1.micro,N/A*,N/A*,Asia Pacific (Hong Kong)
5108,f1.2xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5109,f1.4xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5110,f1.16xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
5111,a1.medium,N/A*,N/A*,Middle East (Bahrain)
5112,a1.large,N/A*,N/A*,Middle East (Bahrain)
5113,a1.xlarge,N/A*,N/A*,Middle East (Bahrain)
5114,a1.2xlarge,N/A*,N/A*,Middle East (Bahrain)
5115,a1.4xlarge,N/A*,N/A*,Middle East (Bahrain)
5116,a1.metal,N/A*,N/A*,Middle East (Bahrain)
5117,t2.micro,N/A*,N/A*,Middle East (Bahrain)
5118,t2.small,N/A*,N/A*,Middle East (Bahrain)
5119,t2.medium,N/A*,N/A*,Middle East (Bahrain)
5120,t2.large,N/A*,N/A*,Middle East (Bahrain)
5121,t2.xlarge,N/A*,N/A*,Middle East (Bahrain)
5122,t2.2xlarge,N/A*,N/A*,Middle East (Bahrain)
5123,t3.nano,$0.0019 per Hour,$0.0065 per Hour,Middle East (Bahrain)
5124,t3.micro,$0.0038 per Hour,$0.013 per Hour,Middle East (Bahrain)
5125,t3.small,$0.0075 per Hour,$0.0259 per Hour,Middle East (Bahrain)
5126,t3.medium,$0.0151 per Hour,$0.0335 per Hour,Middle East (Bahrain)
5127,t3.large,$0.0301 per Hour,$0.0577 per Hour,Middle East (Bahrain)
5128,t3.xlarge,$0.0602 per Hour,$0.1338 per Hour,Middle East (Bahrain)
5129,t3.2xlarge,$0.1204 per Hour,$0.2676 per Hour,Middle East (Bahrain)
5130,t3a.2xlarge,N/A*,N/A*,Middle East (Bahrain)
5131,t3a.large,N/A*,N/A*,Middle East (Bahrain)
5132,t3a.medium,N/A*,N/A*,Middle East (Bahrain)
5133,t3a.micro,N/A*,N/A*,Middle East (Bahrain)
5134,t3a.nano,N/A*,N/A*,Middle East (Bahrain)
5135,t3a.small,N/A*,N/A*,Middle East (Bahrain)
5136,t3a.xlarge,N/A*,N/A*,Middle East (Bahrain)
5137,m3.medium,N/A*,N/A*,Middle East (Bahrain)
5138,m3.large,N/A*,N/A*,Middle East (Bahrain)
5139,m3.xlarge,N/A*,N/A*,Middle East (Bahrain)
5140,m3.2xlarge,N/A*,N/A*,Middle East (Bahrain)
5141,m4.large,N/A*,N/A*,Middle East (Bahrain)
5142,m4.xlarge,N/A*,N/A*,Middle East (Bahrain)
5143,m4.2xlarge,N/A*,N/A*,Middle East (Bahrain)
5144,m4.4xlarge,N/A*,N/A*,Middle East (Bahrain)
5145,m4.10xlarge,N/A*,N/A*,Middle East (Bahrain)
5146,m4.16xlarge,N/A*,N/A*,Middle East (Bahrain)
5147,m5.large,$0.0332 per Hour,$0.1252 per Hour,Middle East (Bahrain)
5148,m5.xlarge,$0.0665 per Hour,$0.2505 per Hour,Middle East (Bahrain)
5149,m5.2xlarge,$0.1329 per Hour,$0.5009 per Hour,Middle East (Bahrain)
5150,m5.4xlarge,$0.2659 per Hour,$1.0019 per Hour,Middle East (Bahrain)
5151,m5.8xlarge,$0.5317 per Hour,$2.0037 per Hour,Middle East (Bahrain)
5152,m5.12xlarge,$0.7977 per Hour,$3.0057 per Hour,Middle East (Bahrain)
5153,m5.16xlarge,$1.0634 per Hour,$4.0074 per Hour,Middle East (Bahrain)
5154,m5.24xlarge,$1.5954 per Hour,$6.0114 per Hour,Middle East (Bahrain)
5155,m5ad.large,N/A*,N/A*,Middle East (Bahrain)
5156,m5ad.xlarge,N/A*,N/A*,Middle East (Bahrain)
5157,m5ad.2xlarge,N/A*,N/A*,Middle East (Bahrain)
5158,m5ad.4xlarge,N/A*,N/A*,Middle East (Bahrain)
5159,m5ad.8xlarge,N/A*,N/A*,Middle East (Bahrain)
5160,m5ad.12xlarge,N/A*,N/A*,Middle East (Bahrain)
5161,m5ad.16xlarge,N/A*,N/A*,Middle East (Bahrain)
5162,m5ad.24xlarge,N/A*,N/A*,Middle East (Bahrain)
5163,m5d.large,$0.0332 per Hour,$0.1252 per Hour,Middle East (Bahrain)
5164,m5d.xlarge,$0.0665 per Hour,$0.2505 per Hour,Middle East (Bahrain)
5165,m5d.2xlarge,$0.1329 per Hour,$0.5009 per Hour,Middle East (Bahrain)
5166,m5d.4xlarge,$0.2659 per Hour,$1.0019 per Hour,Middle East (Bahrain)
5167,m5d.8xlarge,$0.5317 per Hour,$2.0037 per Hour,Middle East (Bahrain)
5168,m5d.12xlarge,$0.7976 per Hour,$3.0056 per Hour,Middle East (Bahrain)
5169,m5d.16xlarge,$1.0632 per Hour,$4.0072 per Hour,Middle East (Bahrain)
5170,m5d.24xlarge,$1.5949 per Hour,$6.0109 per Hour,Middle East (Bahrain)
5171,m5n.large,N/A*,N/A*,Middle East (Bahrain)
5172,m5n.xlarge,N/A*,N/A*,Middle East (Bahrain)
5173,m5n.2xlarge,N/A*,N/A*,Middle East (Bahrain)
5174,m5n.4xlarge,N/A*,N/A*,Middle East (Bahrain)
5175,m5n.8xlarge,N/A*,N/A*,Middle East (Bahrain)
5176,m5n.12xlarge,N/A*,N/A*,Middle East (Bahrain)
5177,m5n.16xlarge,N/A*,N/A*,Middle East (Bahrain)
5178,m5n.24xlarge,N/A*,N/A*,Middle East (Bahrain)
5179,m5dn.large,N/A*,N/A*,Middle East (Bahrain)
5180,m5dn.xlarge,N/A*,N/A*,Middle East (Bahrain)
5181,m5dn.2xlarge,N/A*,N/A*,Middle East (Bahrain)
5182,m5dn.4xlarge,N/A*,N/A*,Middle East (Bahrain)
5183,m5dn.8xlarge,N/A*,N/A*,Middle East (Bahrain)
5184,m5dn.12xlarge,N/A*,N/A*,Middle East (Bahrain)
5185,m5dn.16xlarge,N/A*,N/A*,Middle East (Bahrain)
5186,m5dn.24xlarge,N/A*,N/A*,Middle East (Bahrain)
5187,m5a.large,N/A*,N/A*,Middle East (Bahrain)
5188,m5a.xlarge,N/A*,N/A*,Middle East (Bahrain)
5189,m5a.2xlarge,N/A*,N/A*,Middle East (Bahrain)
5190,m5a.4xlarge,N/A*,N/A*,Middle East (Bahrain)
5191,m5a.8xlarge,N/A*,N/A*,Middle East (Bahrain)
5192,m5a.12xlarge,N/A*,N/A*,Middle East (Bahrain)
5193,m5a.16xlarge,N/A*,N/A*,Middle East (Bahrain)
5194,m5a.24xlarge,N/A*,N/A*,Middle East (Bahrain)
5195,m6g.medium,N/A*,N/A*,Middle East (Bahrain)
5196,m6g.large,N/A*,N/A*,Middle East (Bahrain)
5197,m6g.xlarge,N/A*,N/A*,Middle East (Bahrain)
5198,m6g.2xlarge,N/A*,N/A*,Middle East (Bahrain)
5199,m6g.4xlarge,N/A*,N/A*,Middle East (Bahrain)
5200,m6g.8xlarge,N/A*,N/A*,Middle East (Bahrain)
5201,m6g.12xlarge,N/A*,N/A*,Middle East (Bahrain)
5202,m6g.16xlarge,N/A*,N/A*,Middle East (Bahrain)
5203,m6g.metal,N/A*,N/A*,Middle East (Bahrain)
5204,m1.small,N/A*,N/A*,Middle East (Bahrain)
5205,m1.medium,N/A*,N/A*,Middle East (Bahrain)
5206,m1.large,N/A*,N/A*,Middle East (Bahrain)
5207,m1.xlarge,N/A*,N/A*,Middle East (Bahrain)
5208,c5.large,$0.0317 per Hour,$0.1237 per Hour,Middle East (Bahrain)
5209,c5.xlarge,$0.0633 per Hour,$0.2473 per Hour,Middle East (Bahrain)
5210,c5.2xlarge,$0.0992 per Hour,$0.4672 per Hour,Middle East (Bahrain)
5211,c5.4xlarge,$0.2532 per Hour,$0.9892 per Hour,Middle East (Bahrain)
5212,c5.9xlarge,$0.5697 per Hour,$2.2257 per Hour,Middle East (Bahrain)
5213,c5.12xlarge,N/A*,N/A*,Middle East (Bahrain)
5214,c5.18xlarge,$1.1394 per Hour,$4.4514 per Hour,Middle East (Bahrain)
5215,c5.24xlarge,N/A*,N/A*,Middle East (Bahrain)
5216,c5.metal,N/A*,N/A*,Middle East (Bahrain)
5217,c5d.large,$0.0317 per Hour,$0.1237 per Hour,Middle East (Bahrain)
5218,c5d.xlarge,$0.0633 per Hour,$0.2473 per Hour,Middle East (Bahrain)
5219,c5d.2xlarge,$0.1266 per Hour,$0.4946 per Hour,Middle East (Bahrain)
5220,c5d.4xlarge,$0.2532 per Hour,$0.9892 per Hour,Middle East (Bahrain)
5221,c5d.9xlarge,$0.5697 per Hour,$2.2257 per Hour,Middle East (Bahrain)
5222,c5d.12xlarge,N/A*,N/A*,Middle East (Bahrain)
5223,c5d.18xlarge,$1.1394 per Hour,$4.4514 per Hour,Middle East (Bahrain)
5224,c5d.24xlarge,N/A*,N/A*,Middle East (Bahrain)
5225,c5d.metal,N/A*,N/A*,Middle East (Bahrain)
5226,c5n.large,N/A*,N/A*,Middle East (Bahrain)
5227,c5n.xlarge,N/A*,N/A*,Middle East (Bahrain)
5228,c5n.2xlarge,N/A*,N/A*,Middle East (Bahrain)
5229,c5n.4xlarge,N/A*,N/A*,Middle East (Bahrain)
5230,c5n.9xlarge,N/A*,N/A*,Middle East (Bahrain)
5231,c5n.18xlarge,N/A*,N/A*,Middle East (Bahrain)
5232,c5n.metal,N/A*,N/A*,Middle East (Bahrain)
5233,c3.large,N/A*,N/A*,Middle East (Bahrain)
5234,c3.xlarge,N/A*,N/A*,Middle East (Bahrain)
5235,c3.2xlarge,N/A*,N/A*,Middle East (Bahrain)
5236,c3.4xlarge,N/A*,N/A*,Middle East (Bahrain)
5237,c3.8xlarge,N/A*,N/A*,Middle East (Bahrain)
5238,c4.large,N/A*,N/A*,Middle East (Bahrain)
5239,c4.xlarge,N/A*,N/A*,Middle East (Bahrain)
5240,c4.2xlarge,N/A*,N/A*,Middle East (Bahrain)
5241,c4.4xlarge,N/A*,N/A*,Middle East (Bahrain)
5242,c4.8xlarge,N/A*,N/A*,Middle East (Bahrain)
5243,d2.xlarge,$0.2427 per Hour,$0.4267 per Hour,Middle East (Bahrain)
5244,d2.2xlarge,$1.617 per Hour,$1.985 per Hour,Middle East (Bahrain)
5245,d2.4xlarge,$3.234 per Hour,$3.97 per Hour,Middle East (Bahrain)
5246,d2.8xlarge,$1.9404 per Hour,$3.5964 per Hour,Middle East (Bahrain)
5247,h1.2xlarge,N/A*,N/A*,Middle East (Bahrain)
5248,h1.4xlarge,N/A*,N/A*,Middle East (Bahrain)
5249,h1.8xlarge,N/A*,N/A*,Middle East (Bahrain)
5250,h1.16xlarge,N/A*,N/A*,Middle East (Bahrain)
5251,i2.xlarge,N/A*,N/A*,Middle East (Bahrain)
5252,i2.2xlarge,N/A*,N/A*,Middle East (Bahrain)
5253,i2.4xlarge,N/A*,N/A*,Middle East (Bahrain)
5254,i2.8xlarge,N/A*,N/A*,Middle East (Bahrain)
5255,i3.large,$0.0567 per Hour,$0.1487 per Hour,Middle East (Bahrain)
5256,i3.xlarge,$0.1134 per Hour,$0.2974 per Hour,Middle East (Bahrain)
5257,i3.2xlarge,$0.2271 per Hour,$0.5951 per Hour,Middle East (Bahrain)
5258,i3.4xlarge,$0.4542 per Hour,$1.1902 per Hour,Middle East (Bahrain)
5259,i3.8xlarge,$0.9081 per Hour,$2.3801 per Hour,Middle East (Bahrain)
5260,i3.16xlarge,$1.8162 per Hour,$4.7602 per Hour,Middle East (Bahrain)
5261,i3.metal,N/A*,N/A*,Middle East (Bahrain)
5262,i3en.large,N/A*,N/A*,Middle East (Bahrain)
5263,i3en.xlarge,N/A*,N/A*,Middle East (Bahrain)
5264,i3en.2xlarge,N/A*,N/A*,Middle East (Bahrain)
