,instance_type,linux_price,windows_price,region
4567,m2.2xlarge,N/A*,N/A*,Asia Pacific (Mumbai)
4568,m2.4xlarge,N/A*,N/A*,Asia Pacific (Mumbai)
4569,t1.micro,N/A*,N/A*,Asia Pacific (Mumbai)
4570,f1.2xlarge,N/A*,N/A*,Asia Pacific (Mumbai)
4571,f1.4xlarge,N/A*,N/A*,Asia Pacific (Mumbai)
4572,f1.16xlarge,N/A*,N/A*,Asia Pacific (Mumbai)
4573,a1.medium,N/A*,N/A*,South America (Sao Paulo)
4574,a1.large,N/A*,N/A*,South America (Sao Paulo)
4575,a1.xlarge,N/A*,N/A*,South America (Sao Paulo)
4576,a1.2xlarge,N/A*,N/A*,South America (Sao Paulo)
4577,a1.4xlarge,N/A*,N/A*,South America (Sao Paulo)
4578,a1.metal,N/A*,N/A*,South America (Sao Paulo)
4579,t2.micro,$0.0056 per Hour,$0.0102 per Hour,South America (Sao Paulo)
4580,t2.small,$0.0112 per Hour,$0.0204 per Hour,South America (Sao Paulo)
4581,t2.medium,$0.0223 per Hour,$0.0403 per Hour,South America (Sao Paulo)
4582,t2.large,$0.0446 per Hour,$0.0726 per Hour,South America (Sao Paulo)
4583,t2.xlarge,$0.0893 per Hour,$0.1303 per Hour,South America (Sao Paulo)
4584,t2.2xlarge,$0.1786 per Hour,$0.2406 per Hour,South America (Sao Paulo)
4585,t3.nano,$0.0025 per Hour,$0.0071 per Hour,South America (Sao Paulo)
4586,t3.micro,$0.005 per Hour,$0.0142 per Hour,South America (Sao Paulo)
4587,t3.small,$0.0101 per Hour,$0.0285 per Hour,South America (Sao Paulo)
4588,t3.medium,$0.0202 per Hour,$0.0386 per Hour,South America (Sao Paulo)
4589,t3.large,$0.0403 per Hour,$0.0679 per Hour,South America (Sao Paulo)
4590,t3.xlarge,$0.0806 per Hour,$0.1542 per Hour,South America (Sao Paulo)
4591,t3.2xlarge,$0.1613 per Hour,$0.3085 per Hour,South America (Sao Paulo)
4592,t3a.2xlarge,$0.1451 per Hour,$0.2923 per Hour,South America (Sao Paulo)
4593,t3a.large,$0.0363 per Hour,$0.0639 per Hour,South America (Sao Paulo)
4594,t3a.medium,$0.0182 per Hour,$0.0366 per Hour,South America (Sao Paulo)
4595,t3a.micro,$0.0045 per Hour,$0.0137 per Hour,South America (Sao Paulo)
4596,t3a.nano,$0.0023 per Hour,$0.0069 per Hour,South America (Sao Paulo)
4597,t3a.small,$0.0091 per Hour,$0.0275 per Hour,South America (Sao Paulo)
4598,t3a.xlarge,$0.0726 per Hour,$0.1462 per Hour,South America (Sao Paulo)
4599,m3.medium,$0.0095 per Hour,$0.0725 per Hour,South America (Sao Paulo)
4600,m3.large,$0.0388 per Hour,$0.1648 per Hour,South America (Sao Paulo)
4601,m3.xlarge,$0.0777 per Hour,$0.3297 per Hour,South America (Sao Paulo)
4602,m3.2xlarge,$0.1554 per Hour,$0.6594 per Hour,South America (Sao Paulo)
4603,m4.large,$0.0389 per Hour,$0.1299 per Hour,South America (Sao Paulo)
4604,m4.xlarge,$0.0756 per Hour,$0.2596 per Hour,South America (Sao Paulo)
4605,m4.2xlarge,$0.1531 per Hour,$0.5195 per Hour,South America (Sao Paulo)
4606,m4.4xlarge,$0.303 per Hour,$1.039 per Hour,South America (Sao Paulo)
4607,m4.10xlarge,$0.7575 per Hour,$2.5975 per Hour,South America (Sao Paulo)
4608,m4.16xlarge,$1.212 per Hour,$4.156 per Hour,South America (Sao Paulo)
4609,m5.large,$0.0493 per Hour,$0.1348 per Hour,South America (Sao Paulo)
4610,m5.xlarge,$0.1059 per Hour,$0.2697 per Hour,South America (Sao Paulo)
4611,m5.2xlarge,$0.1795 per Hour,$0.5393 per Hour,South America (Sao Paulo)
4612,m5.4xlarge,$0.3426 per Hour,$1.0786 per Hour,South America (Sao Paulo)
4613,m5.8xlarge,$0.6853 per Hour,$2.1573 per Hour,South America (Sao Paulo)
4614,m5.12xlarge,$1.0279 per Hour,$3.2359 per Hour,South America (Sao Paulo)
4615,m5.16xlarge,$1.3706 per Hour,$4.3146 per Hour,South America (Sao Paulo)
4616,m5.24xlarge,$2.0559 per Hour,$6.4719 per Hour,South America (Sao Paulo)
4617,m5ad.large,$0.0428 per Hour,$0.1348 per Hour,South America (Sao Paulo)
4618,m5ad.xlarge,$0.0857 per Hour,$0.2697 per Hour,South America (Sao Paulo)
4619,m5ad.2xlarge,$0.1713 per Hour,$0.5393 per Hour,South America (Sao Paulo)
4620,m5ad.4xlarge,$0.3426 per Hour,$1.0786 per Hour,South America (Sao Paulo)
4621,m5ad.8xlarge,$0.6853 per Hour,$2.1573 per Hour,South America (Sao Paulo)
4622,m5ad.12xlarge,$1.0279 per Hour,$3.2359 per Hour,South America (Sao Paulo)
4623,m5ad.16xlarge,$1.3706 per Hour,$4.3146 per Hour,South America (Sao Paulo)
4624,m5ad.24xlarge,$2.0559 per Hour,$6.4719 per Hour,South America (Sao Paulo)
4625,m5d.large,$0.0428 per Hour,$0.1348 per Hour,South America (Sao Paulo)
4626,m5d.xlarge,$0.0857 per Hour,$0.2697 per Hour,South America (Sao Paulo)
4627,m5d.2xlarge,$0.1713 per Hour,$0.5393 per Hour,South America (Sao Paulo)
4628,m5d.4xlarge,$0.3426 per Hour,$1.0786 per Hour,South America (Sao Paulo)
4629,m5d.8xlarge,$0.6853 per Hour,$2.1573 per Hour,South America (Sao Paulo)
4630,m5d.12xlarge,$1.0279 per Hour,$3.2359 per Hour,South America (Sao Paulo)
4631,m5d.16xlarge,$1.3706 per Hour,$4.3146 per Hour,South America (Sao Paulo)
4632,m5d.24xlarge,$2.0559 per Hour,$6.4719 per Hour,South America (Sao Paulo)
4633,m5n.large,N/A*,N/A*,South America (Sao Paulo)
4634,m5n.xlarge,N/A*,N/A*,South America (Sao Paulo)
4635,m5n.2xlarge,N/A*,N/A*,South America (Sao Paulo)
4636,m5n.4xlarge,N/A*,N/A*,South America (Sao Paulo)
4637,m5n.8xlarge,N/A*,N/A*,South America (Sao Paulo)
4638,m5n.12xlarge,N/A*,N/A*,South America (Sao Paulo)
4639,m5n.16xlarge,N/A*,N/A*,South America (Sao Paulo)
4640,m5n.24xlarge,N/A*,N/A*,South America (Sao Paulo)
4641,m5dn.large,N/A*,N/A*,South America (Sao Paulo)
4642,m5dn.xlarge,N/A*,N/A*,South America (Sao Paulo)
4643,m5dn.2xlarge,N/A*,N/A*,South America (Sao Paulo)
4644,m5dn.4xlarge,N/A*,N/A*,South America (Sao Paulo)
4645,m5dn.8xlarge,N/A*,N/A*,South America (Sao Paulo)
4646,m5dn.12xlarge,N/A*,N/A*,South America (Sao Paulo)
4647,m5dn.16xlarge,N/A*,N/A*,South America (Sao Paulo)
4648,m5dn.24xlarge,N/A*,N/A*,South America (Sao Paulo)
4649,m5a.large,$0.0428 per Hour,$0.1348 per Hour,South America (Sao Paulo)
4650,m5a.xlarge,$0.0857 per Hour,$0.2697 per Hour,South America (Sao Paulo)
4651,m5a.2xlarge,$0.1713 per Hour,$0.5393 per Hour,South America (Sao Paulo)
4652,m5a.4xlarge,$0.3426 per Hour,$1.0786 per Hour,South America (Sao Paulo)
4653,m5a.8xlarge,$0.6853 per Hour,$2.1573 per Hour,South America (Sao Paulo)
4654,m5a.12xlarge,$1.0279 per Hour,$3.2359 per Hour,South America (Sao Paulo)
4655,m5a.16xlarge,$1.3706 per Hour,$4.3146 per Hour,South America (Sao Paulo)
4656,m5a.24xlarge,$2.0559 per Hour,$6.4719 per Hour,South America (Sao Paulo)
4657,m6g.medium,N/A*,N/A*,South America (Sao Paulo)
4658,m6g.large,N/A*,N/A*,South America (Sao Paulo)
4659,m6g.xlarge,N/A*,N/A*,South America (Sao Paulo)
4660,m6g.2xlarge,N/A*,N/A*,South America (Sao Paulo)
4661,m6g.4xlarge,N/A*,N/A*,South America (Sao Paulo)
4662,m6g.8xlarge,N/A*,N/A*,South America (Sao Paulo)
4663,m6g.12xlarge,N/A*,N/A*,South America (Sao Paulo)
4664,m6g.16xlarge,N/A*,N/A*,South America (Sao Paulo)
4665,m6g.metal,N/A*,N/A*,South America (Sao Paulo)
4666,m1.small,$0.0058 per Hour,$0.0368 per Hour,South America (Sao Paulo)
4667,m1.medium,$0.0117 per Hour,$0.0737 per Hour,South America (Sao Paulo)
4668,m1.large,$0.0233 per Hour,$0.1473 per Hour,South America (Sao Paulo)
4669,m1.xlarge,$0.0467 per Hour,$0.2947 per Hour,South America (Sao Paulo)
4670,c5.large,$0.0408 per Hour,$0.1328 per Hour,South America (Sao Paulo)
4671,c5.xlarge,$0.0818 per Hour,$0.2656 per Hour,South America (Sao Paulo)
4672,c5.2xlarge,$0.1632 per Hour,$0.5312 per Hour,South America (Sao Paulo)
4673,c5.4xlarge,$0.3263 per Hour,$1.0623 per Hour,South America (Sao Paulo)
4674,c5.9xlarge,$0.7342 per Hour,$2.3902 per Hour,South America (Sao Paulo)
4675,c5.12xlarge,$0.979 per Hour,$3.187 per Hour,South America (Sao Paulo)
4676,c5.18xlarge,$1.4685 per Hour,$4.7805 per Hour,South America (Sao Paulo)
4677,c5.24xlarge,$1.958 per Hour,$6.374 per Hour,South America (Sao Paulo)
4678,c5.metal,$1.958 per Hour,$6.374 per Hour,South America (Sao Paulo)
4679,c5d.large,$0.0408 per Hour,$0.1328 per Hour,South America (Sao Paulo)
4680,c5d.xlarge,$0.0816 per Hour,$0.2656 per Hour,South America (Sao Paulo)
4681,c5d.2xlarge,$0.1632 per Hour,$0.5312 per Hour,South America (Sao Paulo)
4682,c5d.4xlarge,$0.3263 per Hour,$1.0623 per Hour,South America (Sao Paulo)
4683,c5d.9xlarge,$0.7342 per Hour,$2.3902 per Hour,South America (Sao Paulo)
4684,c5d.12xlarge,$0.979 per Hour,$3.187 per Hour,South America (Sao Paulo)
4685,c5d.18xlarge,$1.4685 per Hour,$4.7805 per Hour,South America (Sao Paulo)
4686,c5d.24xlarge,$1.958 per Hour,$6.374 per Hour,South America (Sao Paulo)
4687,c5d.metal,$1.958 per Hour,$6.374 per Hour,South America (Sao Paulo)
4688,c5n.large,N/A*,N/A*,South America (Sao Paulo)
4689,c5n.xlarge,N/A*,N/A*,South America (Sao Paulo)
4690,c5n.2xlarge,N/A*,N/A*,South America (Sao Paulo)
4691,c5n.4xlarge,N/A*,N/A*,South America (Sao Paulo)
4692,c5n.9xlarge,N/A*,N/A*,South America (Sao Paulo)
4693,c5n.18xlarge,N/A*,N/A*,South America (Sao Paulo)
4694,c5n.metal,N/A*,N/A*,South America (Sao Paulo)
4695,c3.large,$0.037 per Hour,$0.12 per Hour,South America (Sao Paulo)
4696,c3.xlarge,$0.074 per Hour,$0.24 per Hour,South America (Sao Paulo)
4697,c3.2xlarge,$0.148 per Hour,$0.48 per Hour,South America (Sao Paulo)
4698,c3.4xlarge,$0.296 per Hour,$0.96 per Hour,South America (Sao Paulo)
4699,c3.8xlarge,$0.592 per Hour,$1.92 per Hour,South America (Sao Paulo)
4700,c4.large,$0.0388 per Hour,$0.1308 per Hour,South America (Sao Paulo)
4701,c4.xlarge,$0.0777 per Hour,$0.2617 per Hour,South America (Sao Paulo)
4702,c4.2xlarge,$0.1578 per Hour,$0.5234 per Hour,South America (Sao Paulo)
4703,c4.4xlarge,$0.3108 per Hour,$1.0468 per Hour,South America (Sao Paulo)
4704,c4.8xlarge,$0.6216 per Hour,$2.2776 per Hour,South America (Sao Paulo)
4705,d2.xlarge,N/A*,N/A*,South America (Sao Paulo)
4706,d2.2xlarge,N/A*,N/A*,South America (Sao Paulo)
4707,d2.4xlarge,N/A*,N/A*,South America (Sao Paulo)
4708,d2.8xlarge,N/A*,N/A*,South America (Sao Paulo)
4709,h1.2xlarge,N/A*,N/A*,South America (Sao Paulo)
4710,h1.4xlarge,N/A*,N/A*,South America (Sao Paulo)
4711,h1.8xlarge,N/A*,N/A*,South America (Sao Paulo)
4712,h1.16xlarge,N/A*,N/A*,South America (Sao Paulo)
4713,i2.xlarge,N/A*,N/A*,South America (Sao Paulo)
4714,i2.2xlarge,N/A*,N/A*,South America (Sao Paulo)
4715,i2.4xlarge,N/A*,N/A*,South America (Sao Paulo)
4716,i2.8xlarge,N/A*,N/A*,South America (Sao Paulo)
4717,i3.large,$0.0747 per Hour,$0.1667 per Hour,South America (Sao Paulo)
4718,i3.xlarge,$0.1494 per Hour,$0.3334 per Hour,South America (Sao Paulo)
4719,i3.2xlarge,$0.2988 per Hour,$0.6668 per Hour,South America (Sao Paulo)
4720,i3.4xlarge,$0.5976 per Hour,$1.3336 per Hour,South America (Sao Paulo)
4721,i3.8xlarge,$1.1952 per Hour,$2.6672 per Hour,South America (Sao Paulo)
4722,i3.16xlarge,$2.3904 per Hour,$5.3344 per Hour,South America (Sao Paulo)
4723,i3.metal,N/A*,N/A*,South America (Sao Paulo)
4724,i3en.large,$0.108 per Hour,$0.2 per Hour,South America (Sao Paulo)
4725,i3en.xlarge,$0.216 per Hour,$0.4 per Hour,South America (Sao Paulo)
4726,i3en.2xlarge,$1.44 per Hour,$1.808 per Hour,South America (Sao Paulo)
4727,i3en.3xlarge,$0.648 per Hour,$1.2 per Hour,South America (Sao Paulo)
4728,i3en.6xlarge,$1.296 per Hour,$2.4 per Hour,South America (Sao Paulo)
4729,i3en.12xlarge,$2.592 per Hour,$4.8 per Hour,South America (Sao Paulo)
4730,i3en.24xlarge,$5.184 per Hour,$9.6 per Hour,South America (Sao Paulo)
4731,i3en.metal,$5.184 per Hour,$9.6 per Hour,South America (Sao Paulo)
4732,c1.medium,$0.0179 per Hour,$0.0979 per Hour,South America (Sao Paulo)
4733,c1.xlarge,$0.0718 per Hour,$0.3918 per Hour,South America (Sao Paulo)
4734,g2.2xlarge,N/A*,N/A*,South America (Sao Paulo)
4735,g2.8xlarge,N/A*,N/A*,South America (Sao Paulo)
4736,g3s.xlarge,N/A*,N/A*,South America (Sao Paulo)
4737,g3.4xlarge,N/A*,N/A*,South America (Sao Paulo)
4738,g3.8xlarge,N/A*,N/A*,South America (Sao Paulo)
4739,g3.16xlarge,N/A*,N/A*,South America (Sao Paulo)
4740,g4dn.xlarge,$0.2682 per Hour,$0.4522 per Hour,South America (Sao Paulo)
4741,g4dn.2xlarge,$0.3834 per Hour,$0.7514 per Hour,South America (Sao Paulo)
4742,g4dn.4xlarge,$0.6138 per Hour,$1.3498 per Hour,South America (Sao Paulo)
4743,g4dn.8xlarge,$1.1094 per Hour,$2.5814 per Hour,South America (Sao Paulo)
4744,g4dn.12xlarge,$1.9947 per Hour,$4.2027 per Hour,South America (Sao Paulo)
4745,g4dn.16xlarge,$2.2191 per Hour,$5.1631 per Hour,South America (Sao Paulo)
4746,p2.xlarge,N/A*,N/A*,South America (Sao Paulo)
4747,p2.8xlarge,N/A*,N/A*,South America (Sao Paulo)
4748,p2.16xlarge,N/A*,N/A*,South America (Sao Paulo)
4749,p3.2xlarge,N/A*,N/A*,South America (Sao Paulo)
4750,p3.8xlarge,N/A*,N/A*,South America (Sao Paulo)
4751,p3.16xlarge,N/A*,N/A*,South America (Sao Paulo)
4752,p3dn.24xlarge,N/A*,N/A*,South America (Sao Paulo)
4753,inf1.xlarge,N/A*,N/A*,South America (Sao Paulo)
4754,inf1.2xlarge,N/A*,N/A*,South America (Sao Paulo)
4755,inf1.6xlarge,N/A*,N/A*,South America (Sao Paulo)
4756,inf1.24xlarge,N/A*,N/A*,South America (Sao Paulo)
4757,x1.16xlarge,$3.9015 per Hour,$6.8455 per Hour,South America (Sao Paulo)
4758,x1.32xlarge,$7.803 per Hour,$13.691 per Hour,South America (Sao Paulo)
4759,x1e.xlarge,N/A*,N/A*,South America (Sao Paulo)
4760,x1e.2xlarge,N/A*,N/A*,South America (Sao Paulo)
4761,x1e.4xlarge,N/A*,N/A*,South America (Sao Paulo)
4762,x1e.8xlarge,N/A*,N/A*,South America (Sao Paulo)
4763,x1e.16xlarge,N/A*,N/A*,South America (Sao Paulo)
4764,x1e.32xlarge,$15.6057 per Hour,$21.4937 per Hour,South America (Sao Paulo)
4765,r3.large,$0.0407 per Hour,$0.1327 per Hour,South America (Sao Paulo)
4766,r3.xlarge,$0.0814 per Hour,$0.2654 per Hour,South America (Sao Paulo)
4767,r3.2xlarge,$0.1628 per Hour,$0.5308 per Hour,South America (Sao Paulo)
4768,r3.4xlarge,$0.3257 per Hour,$0.9207 per Hour,South America (Sao Paulo)
4769,r3.8xlarge,$0.6513 per Hour,$1.8423 per Hour,South America (Sao Paulo)
4770,r4.large,$0.0427 per Hour,$0.1347 per Hour,South America (Sao Paulo)
4771,r4.xlarge,$0.0855 per Hour,$0.2695 per Hour,South America (Sao Paulo)
4772,r4.2xlarge,$0.1709 per Hour,$0.5389 per Hour,South America (Sao Paulo)
4773,r4.4xlarge,$0.3419 per Hour,$1.0779 per Hour,South America (Sao Paulo)
4774,r4.8xlarge,$0.6837 per Hour,$2.1557 per Hour,South America (Sao Paulo)
4775,r4.16xlarge,$1.3675 per Hour,$4.3115 per Hour,South America (Sao Paulo)
4776,r5.large,$0.0339 per Hour,$0.1259 per Hour,South America (Sao Paulo)
4777,r5.xlarge,$0.0808 per Hour,$0.2518 per Hour,South America (Sao Paulo)
4778,r5.2xlarge,$0.1356 per Hour,$0.5036 per Hour,South America (Sao Paulo)
4779,r5.4xlarge,$0.2712 per Hour,$1.0072 per Hour,South America (Sao Paulo)
4780,r5.8xlarge,$0.5425 per Hour,$2.0145 per Hour,South America (Sao Paulo)
4781,r5.12xlarge,$0.8137 per Hour,$3.0217 per Hour,South America (Sao Paulo)
4782,r5.16xlarge,$1.085 per Hour,$4.029 per Hour,South America (Sao Paulo)
4783,r5.24xlarge,$1.6275 per Hour,$6.0435 per Hour,South America (Sao Paulo)
4784,r5a.large,$0.034 per Hour,$0.126 per Hour,South America (Sao Paulo)
4785,r5a.xlarge,$0.0697 per Hour,$0.252 per Hour,South America (Sao Paulo)
4786,r5a.2xlarge,$0.1359 per Hour,$0.5039 per Hour,South America (Sao Paulo)
4787,r5a.4xlarge,$0.2719 per Hour,$1.0079 per Hour,South America (Sao Paulo)
4788,r5a.8xlarge,$0.5437 per Hour,$2.0157 per Hour,South America (Sao Paulo)
4789,r5a.12xlarge,$0.8156 per Hour,$3.0236 per Hour,South America (Sao Paulo)
4790,r5a.16xlarge,$1.0874 per Hour,$4.0314 per Hour,South America (Sao Paulo)
4791,r5a.24xlarge,$1.6311 per Hour,$6.0471 per Hour,South America (Sao Paulo)
4792,r5ad.large,$0.0351 per Hour,$0.1271 per Hour,South America (Sao Paulo)
4793,r5ad.xlarge,$0.0702 per Hour,$0.2542 per Hour,South America (Sao Paulo)
4794,r5ad.2xlarge,$0.1403 per Hour,$0.5083 per Hour,South America (Sao Paulo)
4795,r5ad.4xlarge,$0.2807 per Hour,$1.0167 per Hour,South America (Sao Paulo)
4796,r5ad.8xlarge,$0.5614 per Hour,$2.0334 per Hour,South America (Sao Paulo)
4797,r5ad.12xlarge,$0.8421 per Hour,$3.0501 per Hour,South America (Sao Paulo)
4798,r5ad.16xlarge,$1.1228 per Hour,$4.0668 per Hour,South America (Sao Paulo)
4799,r5ad.24xlarge,$1.6842 per Hour,$6.1002 per Hour,South America (Sao Paulo)
4800,r5d.large,$0.0349 per Hour,$0.1269 per Hour,South America (Sao Paulo)
4801,r5d.xlarge,$0.0698 per Hour,$0.2538 per Hour,South America (Sao Paulo)
4802,r5d.2xlarge,$0.1397 per Hour,$0.5077 per Hour,South America (Sao Paulo)
4803,r5d.4xlarge,$0.2793 per Hour,$1.0153 per Hour,South America (Sao Paulo)
4804,r5d.8xlarge,$0.5587 per Hour,$2.0307 per Hour,South America (Sao Paulo)
4805,r5d.12xlarge,$0.838 per Hour,$3.046 per Hour,South America (Sao Paulo)
4806,r5d.16xlarge,$1.1173 per Hour,$4.0613 per Hour,South America (Sao Paulo)
4807,r5d.24xlarge,$1.676 per Hour,$6.092 per Hour,South America (Sao Paulo)
4808,r5n.large,N/A*,N/A*,South America (Sao Paulo)
4809,r5n.xlarge,N/A*,N/A*,South America (Sao Paulo)
4810,r5n.2xlarge,N/A*,N/A*,South America (Sao Paulo)
4811,r5n.4xlarge,N/A*,N/A*,South America (Sao Paulo)
4812,r5n.8xlarge,N/A*,N/A*,South America (Sao Paulo)
4813,r5n.12xlarge,N/A*,N/A*,South America (Sao Paulo)
4814,r5n.16xlarge,N/A*,N/A*,South America (Sao Paulo)
4815,r5n.24xlarge,N/A*,N/A*,South America (Sao Paulo)
4816,r5dn.large,N/A*,N/A*,South America (Sao Paulo)
4817,r5dn.xlarge,N/A*,N/A*,South America (Sao Paulo)
4818,r5dn.2xlarge,N/A*,N/A*,South America (Sao Paulo)
4819,r5dn.4xlarge,N/A*,N/A*,South America (Sao Paulo)
4820,r5dn.8xlarge,N/A*,N/A*,South America (Sao Paulo)
4821,r5dn.12xlarge,N/A*,N/A*,South America (Sao Paulo)
4822,r5dn.16xlarge,N/A*,N/A*,South America (Sao Paulo)
4823,r5dn.24xlarge,N/A*,N/A*,South America (Sao Paulo)
4824,m5.metal,$2.0559 per Hour,$6.4719 per Hour,South America (Sao Paulo)
4825,m5d.metal,$2.0559 per Hour,$6.4719 per Hour,South America (Sao Paulo)
4826,r5.metal,$1.6275 per Hour,$6.0435 per Hour,South America (Sao Paulo)
4827,r5d.metal,$1.676 per Hour,$6.092 per Hour,South America (Sao Paulo)
4828,z1d.large,N/A*,N/A*,South America (Sao Paulo)
4829,z1d.xlarge,N/A*,N/A*,South America (Sao Paulo)
4830,z1d.2xlarge,N/A*,N/A*,South America (Sao Paulo)
4831,z1d.3xlarge,N/A*,N/A*,South America (Sao Paulo)
4832,z1d.6xlarge,N/A*,N/A*,South America (Sao Paulo)
4833,z1d.12xlarge,N/A*,N/A*,South America (Sao Paulo)
4834,z1d.metal,N/A*,N/A*,South America (Sao Paulo)
4835,m2.xlarge,$0.0323 per Hour,$0.1323 per Hour,South America (Sao Paulo)
4836,m2.2xlarge,$0.0645 per Hour,$0.2645 per Hour,South America (Sao Paulo)
4837,m2.4xlarge,$0.1291 per Hour,$0.5291 per Hour,South America (Sao Paulo)
4838,t1.micro,$0.0027 per Hour,$0.0127 per Hour,South America (Sao Paulo)
4839,f1.2xlarge,N/A*,N/A*,South America (Sao Paulo)
4840,f1.4xlarge,N/A*,N/A*,South America (Sao Paulo)
4841,f1.16xlarge,N/A*,N/A*,South America (Sao Paulo)
4842,a1.medium,N/A*,N/A*,Asia Pacific (Hong Kong)
4843,a1.large,N/A*,N/A*,Asia Pacific (Hong Kong)
4844,a1.xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4845,a1.2xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4846,a1.4xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4847,a1.metal,N/A*,N/A*,Asia Pacific (Hong Kong)
4848,t2.micro,N/A*,N/A*,Asia Pacific (Hong Kong)
4849,t2.small,N/A*,N/A*,Asia Pacific (Hong Kong)
4850,t2.medium,N/A*,N/A*,Asia Pacific (Hong Kong)
4851,t2.large,N/A*,N/A*,Asia Pacific (Hong Kong)
4852,t2.xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4853,t2.2xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4854,t3.nano,$0.0023 per Hour,$0.0068 per Hour,Asia Pacific (Hong Kong)
4855,t3.micro,$0.0044 per Hour,$0.0136 per Hour,Asia Pacific (Hong Kong)
4856,t3.small,$0.0088 per Hour,$0.0272 per Hour,Asia Pacific (Hong Kong)
4857,t3.medium,$0.0175 per Hour,$0.0359 per Hour,Asia Pacific (Hong Kong)
4858,t3.large,$0.035 per Hour,$0.0626 per Hour,Asia Pacific (Hong Kong)
4859,t3.xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4860,t3.2xlarge,$0.1402 per Hour,$0.2874 per Hour,Asia Pacific (Hong Kong)
4861,t3a.2xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4862,t3a.large,N/A*,N/A*,Asia Pacific (Hong Kong)
4863,t3a.medium,N/A*,N/A*,Asia Pacific (Hong Kong)
4864,t3a.micro,N/A*,N/A*,Asia Pacific (Hong Kong)
4865,t3a.nano,N/A*,N/A*,Asia Pacific (Hong Kong)
4866,t3a.small,N/A*,N/A*,Asia Pacific (Hong Kong)
4867,t3a.xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4868,m3.medium,N/A*,N/A*,Asia Pacific (Hong Kong)
4869,m3.large,N/A*,N/A*,Asia Pacific (Hong Kong)
4870,m3.xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4871,m3.2xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4872,m4.large,N/A*,N/A*,Asia Pacific (Hong Kong)
4873,m4.xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4874,m4.2xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4875,m4.4xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4876,m4.10xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4877,m4.16xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4878,m5.large,$0.0373 per Hour,$0.1291 per Hour,Asia Pacific (Hong Kong)
4879,m5.xlarge,$0.0742 per Hour,$0.2582 per Hour,Asia Pacific (Hong Kong)
4880,m5.2xlarge,$0.1484 per Hour,$0.5164 per Hour,Asia Pacific (Hong Kong)
4881,m5.4xlarge,$0.2968 per Hour,$1.0328 per Hour,Asia Pacific (Hong Kong)
4882,m5.8xlarge,$0.5443 per Hour,$2.0163 per Hour,Asia Pacific (Hong Kong)
4883,m5.12xlarge,$0.8903 per Hour,$3.0983 per Hour,Asia Pacific (Hong Kong)
4884,m5.16xlarge,$1.0886 per Hour,$4.0326 per Hour,Asia Pacific (Hong Kong)
4885,m5.24xlarge,$1.7806 per Hour,$6.1966 per Hour,Asia Pacific (Hong Kong)
4886,m5ad.large,N/A*,N/A*,Asia Pacific (Hong Kong)
4887,m5ad.xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4888,m5ad.2xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4889,m5ad.4xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4890,m5ad.8xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4891,m5ad.12xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4892,m5ad.16xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4893,m5ad.24xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4894,m5d.large,$0.037 per Hour,$0.129 per Hour,Asia Pacific (Hong Kong)
4895,m5d.xlarge,$0.0741 per Hour,$0.2581 per Hour,Asia Pacific (Hong Kong)
4896,m5d.2xlarge,$0.1481 per Hour,$0.5161 per Hour,Asia Pacific (Hong Kong)
4897,m5d.4xlarge,$0.2962 per Hour,$1.0322 per Hour,Asia Pacific (Hong Kong)
4898,m5d.8xlarge,$0.5443 per Hour,$2.0163 per Hour,Asia Pacific (Hong Kong)
4899,m5d.12xlarge,$0.8886 per Hour,$3.0966 per Hour,Asia Pacific (Hong Kong)
4900,m5d.16xlarge,$1.0886 per Hour,$4.0326 per Hour,Asia Pacific (Hong Kong)
4901,m5d.24xlarge,$1.7772 per Hour,$6.1932 per Hour,Asia Pacific (Hong Kong)
4902,m5n.large,N/A*,N/A*,Asia Pacific (Hong Kong)
4903,m5n.xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4904,m5n.2xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4905,m5n.4xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
4906,m5n.8xlarge,N/A*,N/A*,Asia Pacific (Hong Kong)
