,image_name,image_id,region
228,Deep Learning Base AMI (Ubuntu 18.04) Version 23.0,ami-09b88a44a5e9c479f,Asia Pacific (Hong Kong)ap-east-1
229,Deep Learning Base AMI (Ubuntu 16.04) Version 23.0,ami-06246912a8dceef6c,Asia Pacific (Hong Kong)ap-east-1
230,"Ubuntu Server 20.04 LTS (HVM), SSD Volume Type",ami-0c5b1a88222ac79cb,Asia Pacific (Hong Kong)ap-east-1
231,Deep Learning Base AMI (Amazon Linux 2) Version 23.0,ami-0c304c3458893eb73,Asia Pacific (Hong Kong)ap-east-1
232,Deep Learning AMI (Amazon Linux) Version 28.0,ami-0b09ba7b3a714bac8,Asia Pacific (Hong Kong)ap-east-1
233,Deep Learning Base AMI (Amazon Linux) Version 23.0,ami-0f6c9432b26c820b6,Asia Pacific (Hong Kong)ap-east-1
234,"Amazon Linux 2 AMI (HVM), SSD Volume Type",ami-01288945bd24ed49a,Asia Pacific (Mumbai)ap-south-1
235,"Amazon Linux AMI 2018.03.0 (HVM), SSD Volume Type",ami-09391a0ad9f9243b6,Asia Pacific (Mumbai)ap-south-1
236,"Ubuntu Server 18.04 LTS (HVM), SSD Volume Type",ami-00edfb46b107f643c,Asia Pacific (Mumbai)ap-south-1
237,"Ubuntu Server 18.04 LTS (HVM), SSD Volume Type",ami-00edfb46b107f643c,Asia Pacific (Mumbai)ap-south-1
238,"SUSE Linux Enterprise Server 15 SP1 (HVM), SSD Volume Type",ami-0816cde11e4fdddec,Asia Pacific (Mumbai)ap-south-1
239,"Red Hat Enterprise Linux 8 (HVM), SSD Volume Type",ami-0f8dedf5ec103d6a5,Asia Pacific (Mumbai)ap-south-1
240,Microsoft Windows Server 2019 Base,ami-0419b1bc0ae0409c1,Asia Pacific (Mumbai)ap-south-1
241,Deep Learning AMI (Ubuntu 18.04) Version 28.0,ami-0356ba0f0c369ca3f,Asia Pacific (Mumbai)ap-south-1
242,Deep Learning AMI (Ubuntu 16.04) Version 28.0,ami-0b124a3c42e78384f,Asia Pacific (Mumbai)ap-south-1
243,Deep Learning AMI (Amazon Linux 2) Version 28.0,ami-0794ddd477175da22,Asia Pacific (Mumbai)ap-south-1
244,Deep Learning Base AMI (Ubuntu 18.04) Version 23.0,ami-05985242858235b0b,Asia Pacific (Mumbai)ap-south-1
245,Microsoft Windows Server 2019 Base with Containers,ami-09f1ad5bbfbfd7e59,Asia Pacific (Mumbai)ap-south-1
246,Microsoft Windows Server 2019 with SQL Server 2017 Standard,ami-0171e8340359d2fd0,Asia Pacific (Mumbai)ap-south-1
247,Microsoft Windows Server 2019 with SQL Server 2017 Enterprise,ami-080003ede739055ca,Asia Pacific (Mumbai)ap-south-1
248,Microsoft Windows Server 2019 with SQL Server 2019 Standard,ami-08afbbe3e03882b4d,Asia Pacific (Mumbai)ap-south-1
249,Microsoft Windows Server 2019 with SQL Server 2019 Enterprise,ami-0e3b223f941959e0e,Asia Pacific (Mumbai)ap-south-1
250,Microsoft Windows Server 1909 Core Base,ami-0e22b7c349cc12028,Asia Pacific (Mumbai)ap-south-1
251,Microsoft Windows Server 2016 Base,ami-061928edf87ae6cad,Asia Pacific (Mumbai)ap-south-1
252,Microsoft Windows Server 2016 Base with Containers,ami-01444f577c6902941,Asia Pacific (Mumbai)ap-south-1
253,Deep Learning AMI (Microsoft Windows Server 2016),ami-0ca0992839a9004be,Asia Pacific (Mumbai)ap-south-1
254,Microsoft Windows Server 2016 with SQL Server 2016 Standard,ami-0383be9f003447d2a,Asia Pacific (Mumbai)ap-south-1
255,Microsoft Windows Server 2016 with SQL Server 2016 Enterprise,ami-031e2891cc9afbbe2,Asia Pacific (Mumbai)ap-south-1
256,Microsoft Windows Server 2016 with SQL Server 2017 Standard,ami-0b537857ffaa210b8,Asia Pacific (Mumbai)ap-south-1
257,Microsoft Windows Server 2016 with SQL Server 2017 Enterprise,ami-04c467c0291f308d4,Asia Pacific (Mumbai)ap-south-1
258,Microsoft Windows Server 2016 with SQL Server 2019 Standard,ami-081508868d58e750c,Asia Pacific (Mumbai)ap-south-1
259,Microsoft Windows Server 2016 with SQL Server 2019 Enterprise,ami-0ce44b93cef705c9b,Asia Pacific (Mumbai)ap-south-1
260,Microsoft Windows Server 2012 R2 Base,ami-03cf6f7ecd6fa4a04,Asia Pacific (Mumbai)ap-south-1
261,Microsoft Windows Server 2012 R2 with SQL Server 2016 Standard,ami-07b9c9b216ab5b066,Asia Pacific (Mumbai)ap-south-1
262,Microsoft Windows Server 2012 R2 with SQL Server 2016 Enterprise,ami-025497db5caf30924,Asia Pacific (Mumbai)ap-south-1
263,Amazon Linux 2 LTS with SQL Server 2017 Standard,ami-037aa79b134986bbf,Asia Pacific (Mumbai)ap-south-1
264,Ubuntu Server 16.04 LTS (HVM) with SQL Server 2017 Standard,ami-03a1ebe9e6aa7a15b,Asia Pacific (Mumbai)ap-south-1
265,"Amazon Linux 2 with .Net Core, PowerShell, Mono, and MATE Desktop Environment",ami-03d6a46c0c27aa06c,Asia Pacific (Mumbai)ap-south-1
266,Amazon Linux 2 LTS with SQL Server 2019 Standard,ami-0572c880f38c8ce77,Asia Pacific (Mumbai)ap-south-1
267,"Ubuntu Server 20.04 LTS (HVM), SSD Volume Type",ami-0de407404c33d1671,Asia Pacific (Mumbai)ap-south-1
268,Deep Learning Base AMI (Ubuntu 16.04) Version 23.0,ami-0b2672b1e0d58a99b,Asia Pacific (Mumbai)ap-south-1
269,"SUSE Linux Enterprise Server 12 SP5 (HVM), SSD Volume Type",ami-0bef6228aa05d215b,Asia Pacific (Mumbai)ap-south-1
270,Deep Learning Base AMI (Amazon Linux 2) Version 23.0,ami-0284cb000806c4cca,Asia Pacific (Mumbai)ap-south-1
271,Deep Learning AMI (Amazon Linux) Version 28.0,ami-0522a6c7ade59e787,Asia Pacific (Mumbai)ap-south-1
272,Deep Learning Base AMI (Amazon Linux) Version 23.0,ami-07a733dc7667a5565,Asia Pacific (Mumbai)ap-south-1
273,"Amazon Linux 2 AMI (HVM), SSD Volume Type",ami-0ec225b5e01ccb706,Asia Pacific (Seoul)ap-northeast-2
274,"Amazon Linux AMI 2018.03.0 (HVM), SSD Volume Type",ami-0dff4318d85149d5d,Asia Pacific (Seoul)ap-northeast-2
275,"Red Hat Enterprise Linux 8 (HVM), SSD Volume Type",ami-02b6d9703a69265e9,Asia Pacific (Seoul)ap-northeast-2
276,"SUSE Linux Enterprise Server 15 SP1 (HVM), SSD Volume Type",ami-09037fd065d6d7698,Asia Pacific (Seoul)ap-northeast-2
277,"Ubuntu Server 18.04 LTS (HVM), SSD Volume Type",ami-0f7719e8b7ba25c61,Asia Pacific (Seoul)ap-northeast-2
278,"Ubuntu Server 16.04 LTS (HVM), SSD Volume Type",ami-01c54eee4ab8725c0,Asia Pacific (Seoul)ap-northeast-2
279,Microsoft Windows Server 2019 Base,ami-0fdb514b22fa2aed1,Asia Pacific (Seoul)ap-northeast-2
280,Deep Learning AMI (Ubuntu 18.04) Version 28.0,ami-09a79790637bdd5c8,Asia Pacific (Seoul)ap-northeast-2
281,Deep Learning AMI (Ubuntu 16.04) Version 28.0,ami-0e2f3faa39c36ea1e,Asia Pacific (Seoul)ap-northeast-2
282,Deep Learning AMI (Amazon Linux 2) Version 28.0,ami-0283fd067ec716638,Asia Pacific (Seoul)ap-northeast-2
283,Deep Learning Base AMI (Ubuntu 18.04) Version 23.0,ami-0e1db9df9dc3f3297,Asia Pacific (Seoul)ap-northeast-2
284,Microsoft Windows Server 2019 Base with Containers,ami-0aa83bea6bc52d1a1,Asia Pacific (Seoul)ap-northeast-2
285,Microsoft Windows Server 2019 with SQL Server 2017 Standard,ami-061e86d00556fe87a,Asia Pacific (Seoul)ap-northeast-2
286,Microsoft Windows Server 2019 with SQL Server 2017 Enterprise,ami-05bb828e90b157ad4,Asia Pacific (Seoul)ap-northeast-2
287,Microsoft Windows Server 2019 with SQL Server 2019 Standard,ami-03598231144673b11,Asia Pacific (Seoul)ap-northeast-2
288,Microsoft Windows Server 2019 with SQL Server 2019 Enterprise,ami-025901f84117cecfb,Asia Pacific (Seoul)ap-northeast-2
289,Microsoft Windows Server 1909 Core Base,ami-0504ba4a00ded7def,Asia Pacific (Seoul)ap-northeast-2
290,Microsoft Windows Server 2016 Base,ami-0869caa73f897a75b,Asia Pacific (Seoul)ap-northeast-2
291,Microsoft Windows Server 2016 Base with Containers,ami-0b8c987c79c17b3b0,Asia Pacific (Seoul)ap-northeast-2
292,Deep Learning AMI (Microsoft Windows Server 2016),ami-0520d422ab6ceaefc,Asia Pacific (Seoul)ap-northeast-2
293,Microsoft Windows Server 2016 with SQL Server 2016 Standard,ami-02be35d18a8b7ff98,Asia Pacific (Seoul)ap-northeast-2
294,Microsoft Windows Server 2016 with SQL Server 2016 Enterprise,ami-0b734bfffe8d61a4e,Asia Pacific (Seoul)ap-northeast-2
295,Microsoft Windows Server 2016 with SQL Server 2017 Standard,ami-04151a4864bc066f7,Asia Pacific (Seoul)ap-northeast-2
296,Microsoft Windows Server 2016 with SQL Server 2017 Enterprise,ami-06dae6c01c3bab26e,Asia Pacific (Seoul)ap-northeast-2
297,Microsoft Windows Server 2016 with SQL Server 2019 Standard,ami-00ec3fd27fd9b310d,Asia Pacific (Seoul)ap-northeast-2
298,Microsoft Windows Server 2016 with SQL Server 2019 Enterprise,ami-096e1fedaafaa21eb,Asia Pacific (Seoul)ap-northeast-2
299,Microsoft Windows Server 2012 R2 Base,ami-07e72935c60188f7d,Asia Pacific (Seoul)ap-northeast-2
300,Microsoft Windows Server 2012 R2 with SQL Server 2016 Standard,ami-0badab56b832698ec,Asia Pacific (Seoul)ap-northeast-2
301,Microsoft Windows Server 2012 R2 with SQL Server 2016 Enterprise,ami-05db13d48433de32a,Asia Pacific (Seoul)ap-northeast-2
302,Amazon Linux 2 LTS with SQL Server 2017 Standard,ami-09c12f9a44e1b8e48,Asia Pacific (Seoul)ap-northeast-2
303,Ubuntu Server 16.04 LTS (HVM) with SQL Server 2017 Standard,ami-089951c15775770aa,Asia Pacific (Seoul)ap-northeast-2
304,"Amazon Linux 2 with .Net Core, PowerShell, Mono, and MATE Desktop Environment",ami-06efa08518dfe6038,Asia Pacific (Seoul)ap-northeast-2
305,Amazon Linux 2 LTS with SQL Server 2019 Standard,ami-0ca6a38661cf4219b,Asia Pacific (Seoul)ap-northeast-2
306,"SUSE Linux Enterprise Server 12 SP5 (HVM), SSD Volume Type",ami-069a01be0e4a8b0b7,Asia Pacific (Seoul)ap-northeast-2
307,Deep Learning Base AMI (Ubuntu 16.04) Version 23.0,ami-00885b536fcc07b78,Asia Pacific (Seoul)ap-northeast-2
308,"Ubuntu Server 20.04 LTS (HVM), SSD Volume Type",ami-0b8cf0f359b1335e1,Asia Pacific (Seoul)ap-northeast-2
309,Deep Learning Base AMI (Amazon Linux 2) Version 23.0,ami-0b5bf50f5c93d87cd,Asia Pacific (Seoul)ap-northeast-2
310,Deep Learning AMI (Amazon Linux) Version 28.0,ami-0c420f64eb46ee85f,Asia Pacific (Seoul)ap-northeast-2
311,Deep Learning Base AMI (Amazon Linux) Version 23.0,ami-00bbd26d9193bfcda,Asia Pacific (Seoul)ap-northeast-2
312,"Amazon Linux 2 AMI (HVM), SSD Volume Type",ami-0970010f37c4f9c8d,Asia Pacific (Singapore)ap-southeast-1
313,"Amazon Linux AMI 2018.03.0 (HVM), SSD Volume Type",ami-050e1ec030abb8dde,Asia Pacific (Singapore)ap-southeast-1
314,"Red Hat Enterprise Linux 8 (HVM), SSD Volume Type",ami-0810abbfb78d37cdf,Asia Pacific (Singapore)ap-southeast-1
315,"SUSE Linux Enterprise Server 15 SP1 (HVM), SSD Volume Type",ami-0320c4dd7c5ba560c,Asia Pacific (Singapore)ap-southeast-1
316,"Ubuntu Server 18.04 LTS (HVM), SSD Volume Type",ami-04fcc97b5f6edcd89,Asia Pacific (Singapore)ap-southeast-1
317,Microsoft Windows Server 2019 Base,ami-030bf0fa163eee558,Asia Pacific (Singapore)ap-southeast-1
318,"Ubuntu Server 16.04 LTS (HVM), SSD Volume Type",ami-07e22925f7bf77a0c,Asia Pacific (Singapore)ap-southeast-1
319,Deep Learning AMI (Ubuntu 18.04) Version 28.0,ami-009df2542d305dded,Asia Pacific (Singapore)ap-southeast-1
320,Deep Learning AMI (Ubuntu 16.04) Version 28.0,ami-08b1e76c66719a4ae,Asia Pacific (Singapore)ap-southeast-1
321,Deep Learning AMI (Amazon Linux 2) Version 28.0,ami-0815d3557c3e02cf2,Asia Pacific (Singapore)ap-southeast-1
322,Deep Learning Base AMI (Ubuntu 18.04) Version 23.0,ami-01beaf20b6643edd9,Asia Pacific (Singapore)ap-southeast-1
323,Microsoft Windows Server 2019 Base with Containers,ami-01d8f1e5885e7f9c2,Asia Pacific (Singapore)ap-southeast-1
324,Microsoft Windows Server 2019 with SQL Server 2017 Standard,ami-0e33095195c381a3a,Asia Pacific (Singapore)ap-southeast-1
325,Microsoft Windows Server 2019 with SQL Server 2017 Enterprise,ami-09db2518a496cb5d5,Asia Pacific (Singapore)ap-southeast-1
326,Microsoft Windows Server 2019 with SQL Server 2019 Standard,ami-00c5c1df189f48fa7,Asia Pacific (Singapore)ap-southeast-1
327,Microsoft Windows Server 2019 with SQL Server 2019 Enterprise,ami-0f88749c41ab7ffc3,Asia Pacific (Singapore)ap-southeast-1
328,Microsoft Windows Server 1909 Core Base,ami-0fb55dccb4249f022,Asia Pacific (Singapore)ap-southeast-1
329,Microsoft Windows Server 2016 Base,ami-0d74db61e73aba053,Asia Pacific (Singapore)ap-southeast-1
330,Microsoft Windows Server 2016 Base with Containers,ami-041f53dfaa6b61453,Asia Pacific (Singapore)ap-southeast-1
331,Deep Learning AMI (Microsoft Windows Server 2016),ami-0c3e3ccc7eb607b34,Asia Pacific (Singapore)ap-southeast-1
332,Microsoft Windows Server 2016 with SQL Server 2016 Standard,ami-0ffd5027ef4c91205,Asia Pacific (Singapore)ap-southeast-1
333,Microsoft Windows Server 2016 with SQL Server 2016 Enterprise,ami-0cb2c28d309d26583,Asia Pacific (Singapore)ap-southeast-1
334,Microsoft Windows Server 2016 with SQL Server 2017 Standard,ami-0b06f98f122fef73c,Asia Pacific (Singapore)ap-southeast-1
335,Microsoft Windows Server 2016 with SQL Server 2017 Enterprise,ami-09fc3459181546973,Asia Pacific (Singapore)ap-southeast-1
336,Microsoft Windows Server 2016 with SQL Server 2019 Standard,ami-00a4fd20799524a28,Asia Pacific (Singapore)ap-southeast-1
337,Microsoft Windows Server 2016 with SQL Server 2019 Enterprise,ami-0fdd915d2f237f5dd,Asia Pacific (Singapore)ap-southeast-1
338,Microsoft Windows Server 2012 R2 Base,ami-0e226b43935421402,Asia Pacific (Singapore)ap-southeast-1
339,Microsoft Windows Server 2012 R2 with SQL Server 2016 Standard,ami-0588a9e68ef831104,Asia Pacific (Singapore)ap-southeast-1
340,Microsoft Windows Server 2012 R2 with SQL Server 2016 Enterprise,ami-0407de8c023290507,Asia Pacific (Singapore)ap-southeast-1
341,Amazon Linux 2 LTS with SQL Server 2017 Standard,ami-06b75d008d3a996e7,Asia Pacific (Singapore)ap-southeast-1
342,Ubuntu Server 16.04 LTS (HVM) with SQL Server 2017 Standard,ami-089a7b263338ae0a9,Asia Pacific (Singapore)ap-southeast-1
343,"Amazon Linux 2 with .Net Core, PowerShell, Mono, and MATE Desktop Environment",ami-0f63b22f4f1657e9c,Asia Pacific (Singapore)ap-southeast-1
344,Amazon Linux 2 LTS with SQL Server 2019 Standard,ami-0fa5681aac8de4e28,Asia Pacific (Singapore)ap-southeast-1
345,"SUSE Linux Enterprise Server 12 SP5 (HVM), SSD Volume Type",ami-0a9a14a624a3116cf,Asia Pacific (Singapore)ap-southeast-1
346,Deep Learning Base AMI (Ubuntu 16.04) Version 23.0,ami-075205c4f9377b4fe,Asia Pacific (Singapore)ap-southeast-1
347,"Ubuntu Server 20.04 LTS (HVM), SSD Volume Type",ami-0a1a4d97d4af3009b,Asia Pacific (Singapore)ap-southeast-1
348,Deep Learning Base AMI (Amazon Linux 2) Version 23.0,ami-01cd5fd26d65157e8,Asia Pacific (Singapore)ap-southeast-1
349,Deep Learning AMI (Amazon Linux) Version 28.0,ami-018b94cf93c669362,Asia Pacific (Singapore)ap-southeast-1
350,Deep Learning Base AMI (Amazon Linux) Version 23.0,ami-02efd808adb7c8792,Asia Pacific (Singapore)ap-southeast-1
351,"Amazon Linux 2 AMI (HVM), SSD Volume Type",ami-0f310fced6141e627,Asia Pacific (Sydney)ap-southeast-2
352,"Amazon Linux AMI 2018.03.0 (HVM), SSD Volume Type",ami-0318ecd6d05daa212,Asia Pacific (Sydney)ap-southeast-2
353,Microsoft Windows Server 2019 Base,ami-008755994dfc325f7,Asia Pacific (Sydney)ap-southeast-2
354,"Red Hat Enterprise Linux 8 (HVM), SSD Volume Type",ami-07dd14faa8a17fb3e,Asia Pacific (Sydney)ap-southeast-2
355,"SUSE Linux Enterprise Server 15 SP1 (HVM), SSD Volume Type",ami-0985eb6c1f2ec1485,Asia Pacific (Sydney)ap-southeast-2
356,"Ubuntu Server 18.04 LTS (HVM), SSD Volume Type",ami-0278fe6949f6b1a06,Asia Pacific (Sydney)ap-southeast-2
357,"Ubuntu Server 16.04 LTS (HVM), SSD Volume Type",ami-0196a6e6d6129f2c8,Asia Pacific (Sydney)ap-southeast-2
358,Microsoft Windows Server 2019 Base with Containers,ami-081059acd844d5f07,Asia Pacific (Sydney)ap-southeast-2
359,Deep Learning AMI (Ubuntu 18.04) Version 28.0,ami-0a7ea003c436c4810,Asia Pacific (Sydney)ap-southeast-2
360,Deep Learning AMI (Ubuntu 16.04) Version 28.0,ami-026da8f925fbd0da8,Asia Pacific (Sydney)ap-southeast-2
361,Deep Learning AMI (Amazon Linux 2) Version 28.0,ami-06be0e1a276d10e8c,Asia Pacific (Sydney)ap-southeast-2
362,Deep Learning Base AMI (Ubuntu 18.04) Version 23.0,ami-09d8b0e2aa938650b,Asia Pacific (Sydney)ap-southeast-2
363,Microsoft Windows Server 2019 with SQL Server 2017 Standard,ami-05d0714e0ed8a9970,Asia Pacific (Sydney)ap-southeast-2
364,Microsoft Windows Server 2019 with SQL Server 2017 Enterprise,ami-0915a388c1d563c39,Asia Pacific (Sydney)ap-southeast-2
365,Microsoft Windows Server 2019 with SQL Server 2019 Standard,ami-0fcd9ac282b82fac3,Asia Pacific (Sydney)ap-southeast-2
366,Microsoft Windows Server 2019 with SQL Server 2019 Enterprise,ami-0c51043d9a8b2b39a,Asia Pacific (Sydney)ap-southeast-2
367,Microsoft Windows Server 1909 Core Base,ami-07ed5752f1df4a0dd,Asia Pacific (Sydney)ap-southeast-2
368,Microsoft Windows Server 2016 Base,ami-0f15599e3fcc4b8a4,Asia Pacific (Sydney)ap-southeast-2
369,Microsoft Windows Server 2016 Base with Containers,ami-0db81464bc3258edd,Asia Pacific (Sydney)ap-southeast-2
370,Deep Learning AMI (Microsoft Windows Server 2016),ami-0987dac9cceafbd7d,Asia Pacific (Sydney)ap-southeast-2
371,Microsoft Windows Server 2016 with SQL Server 2016 Standard,ami-089d5679efc03b419,Asia Pacific (Sydney)ap-southeast-2
372,Microsoft Windows Server 2016 with SQL Server 2016 Enterprise,ami-0b2451ccb18650856,Asia Pacific (Sydney)ap-southeast-2
373,Microsoft Windows Server 2016 with SQL Server 2017 Standard,ami-053e60ecd311ad2ef,Asia Pacific (Sydney)ap-southeast-2
374,Microsoft Windows Server 2016 with SQL Server 2017 Enterprise,ami-0b8acaf2028916914,Asia Pacific (Sydney)ap-southeast-2
375,Microsoft Windows Server 2016 with SQL Server 2019 Standard,ami-03c0d28b1a22f20eb,Asia Pacific (Sydney)ap-southeast-2
376,Microsoft Windows Server 2016 with SQL Server 2019 Enterprise,ami-00bc5162f3b16af70,Asia Pacific (Sydney)ap-southeast-2
377,Microsoft Windows Server 2012 R2 Base,ami-0d219ad6996311a75,Asia Pacific (Sydney)ap-southeast-2
378,Microsoft Windows Server 2012 R2 with SQL Server 2016 Standard,ami-0cdc7d479cf199639,Asia Pacific (Sydney)ap-southeast-2
379,Microsoft Windows Server 2012 R2 with SQL Server 2016 Enterprise,ami-0385a8069c0137271,Asia Pacific (Sydney)ap-southeast-2
380,Amazon Linux 2 LTS with SQL Server 2017 Standard,ami-05a63b7c2d115a670,Asia Pacific (Sydney)ap-southeast-2
381,Ubuntu Server 16.04 LTS (HVM) with SQL Server 2017 Standard,ami-01e8f2fda624dc7b1,Asia Pacific (Sydney)ap-southeast-2
382,"Amazon Linux 2 with .Net Core, PowerShell, Mono, and MATE Desktop Environment",ami-0306bfa0e99fbe854,Asia Pacific (Sydney)ap-southeast-2
383,Amazon Linux 2 LTS with SQL Server 2019 Standard,ami-0fdb8e4af0d476233,Asia Pacific (Sydney)ap-southeast-2
384,"SUSE Linux Enterprise Server 12 SP5 (HVM), SSD Volume Type",ami-0db1d9f0c47ea98d6,Asia Pacific (Sydney)ap-southeast-2
385,Deep Learning Base AMI (Ubuntu 16.04) Version 23.0,ami-0ec39637072ab3f4e,Asia Pacific (Sydney)ap-southeast-2
386,"Ubuntu Server 20.04 LTS (HVM), SSD Volume Type",ami-0c1ac8728ef7f87a4,Asia Pacific (Sydney)ap-southeast-2
387,Deep Learning Base AMI (Amazon Linux 2) Version 23.0,ami-0de86d37d668105e4,Asia Pacific (Sydney)ap-southeast-2
388,Deep Learning AMI (Amazon Linux) Version 28.0,ami-051de702cf2b3d769,Asia Pacific (Sydney)ap-southeast-2
389,Deep Learning Base AMI (Amazon Linux) Version 23.0,ami-0810a7335f8b8e2fb,Asia Pacific (Sydney)ap-southeast-2
390,"Amazon Linux 2 AMI (HVM), SSD Volume Type",ami-054362537f5132ce2,Asia Pacific (Tokyo)ap-northeast-1
391,"Amazon Linux AMI 2018.03.0 (HVM), SSD Volume Type",ami-021321e9bc16d5186,Asia Pacific (Tokyo)ap-northeast-1
392,"Red Hat Enterprise Linux 8 (HVM), SSD Volume Type",ami-04312317b9c8c4b51,Asia Pacific (Tokyo)ap-northeast-1
393,"SUSE Linux Enterprise Server 15 SP1 (HVM), SSD Volume Type",ami-07563ea32a6fc69a0,Asia Pacific (Tokyo)ap-northeast-1
394,"Ubuntu Server 18.04 LTS (HVM), SSD Volume Type",ami-0edd51cc29813e254,Asia Pacific (Tokyo)ap-northeast-1
395,Microsoft Windows Server 2019 Base,ami-09318195b724a7126,Asia Pacific (Tokyo)ap-northeast-1
396,Microsoft Windows Server 2019 Base with Containers,ami-0dc739d87cdf2328f,Asia Pacific (Tokyo)ap-northeast-1
397,Microsoft Windows Server 2019 with SQL Server 2017 Standard,ami-044d980d5bab18997,Asia Pacific (Tokyo)ap-northeast-1
398,Microsoft Windows Server 2019 with SQL Server 2019 Standard,ami-0b3f712dc52ec55ec,Asia Pacific (Tokyo)ap-northeast-1
399,Microsoft Windows Server 2019 with SQL Server 2017 Enterprise,ami-0a40b6bffcf5483d9,Asia Pacific (Tokyo)ap-northeast-1
400,Microsoft Windows Server 2019 with SQL Server 2019 Enterprise,ami-09999a15faee61925,Asia Pacific (Tokyo)ap-northeast-1
401,Microsoft Windows Server 1909 Core Base,ami-0d2bbe9f4021647c6,Asia Pacific (Tokyo)ap-northeast-1
402,Microsoft Windows Server 2016 Base,ami-02c212eea0b630bbf,Asia Pacific (Tokyo)ap-northeast-1
403,Microsoft Windows Server 2016 Base with Containers,ami-0ddcbab393ab6e3f8,Asia Pacific (Tokyo)ap-northeast-1
404,Deep Learning AMI (Microsoft Windows Server 2016),ami-034175cd7c57bd912,Asia Pacific (Tokyo)ap-northeast-1
405,Microsoft Windows Server 2016 with SQL Server 2016 Standard,ami-0e7c1a86fcb75fecf,Asia Pacific (Tokyo)ap-northeast-1
406,Microsoft Windows Server 2016 with SQL Server 2016 Enterprise,ami-0aa60c5157d26dd9e,Asia Pacific (Tokyo)ap-northeast-1
407,Microsoft Windows Server 2016 with SQL Server 2017 Standard,ami-0192a45e9ba29be14,Asia Pacific (Tokyo)ap-northeast-1
408,Microsoft Windows Server 2016 with SQL Server 2017 Enterprise,ami-0aba56bec50de26af,Asia Pacific (Tokyo)ap-northeast-1
409,Microsoft Windows Server 2016 with SQL Server 2019 Standard,ami-02507915055a088cf,Asia Pacific (Tokyo)ap-northeast-1
410,Microsoft Windows Server 2016 with SQL Server 2019 Enterprise,ami-0fa324d29c584f8f6,Asia Pacific (Tokyo)ap-northeast-1
411,Microsoft Windows Server 2012 R2 Base,ami-0bc2df710357a0577,Asia Pacific (Tokyo)ap-northeast-1
412,Microsoft Windows Server 2012 R2 with SQL Server 2016 Standard,ami-064bf8c2a56749b1a,Asia Pacific (Tokyo)ap-northeast-1
413,Microsoft Windows Server 2012 R2 with SQL Server 2016 Enterprise,ami-0566e4ad35a3363db,Asia Pacific (Tokyo)ap-northeast-1
414,"SUSE Linux Enterprise Server 12 SP5 (HVM), SSD Volume Type",ami-0f2e3d8e28f0502bf,Asia Pacific (Tokyo)ap-northeast-1
415,"Ubuntu Server 16.04 LTS (HVM), SSD Volume Type",ami-03785c71db4b1f73a,Asia Pacific (Tokyo)ap-northeast-1
416,Amazon Linux 2 LTS with SQL Server 2017 Standard,ami-08130845a91cae08d,Asia Pacific (Tokyo)ap-northeast-1
417,Ubuntu Server 16.04 LTS (HVM) with SQL Server 2017 Standard,ami-0027f1867287c9d19,Asia Pacific (Tokyo)ap-northeast-1
418,"Amazon Linux 2 with .Net Core, PowerShell, Mono, and MATE Desktop Environment",ami-0b4d378812cab0d0b,Asia Pacific (Tokyo)ap-northeast-1
419,Amazon Linux 2 LTS with SQL Server 2019 Standard,ami-053e140705ad8edc2,Asia Pacific (Tokyo)ap-northeast-1
420,Deep Learning AMI (Ubuntu 18.04) Version 28.0,ami-0544d44e4696ab00f,Asia Pacific (Tokyo)ap-northeast-1
421,Deep Learning AMI (Ubuntu 16.04) Version 28.0,ami-0fbcbca81c9cb7cef,Asia Pacific (Tokyo)ap-northeast-1
422,Deep Learning AMI (Amazon Linux 2) Version 28.0,ami-06474918e0ca69f51,Asia Pacific (Tokyo)ap-northeast-1
423,Deep Learning Base AMI (Ubuntu 18.04) Version 23.0,ami-0ae4213032047593a,Asia Pacific (Tokyo)ap-northeast-1
424,Deep Learning Base AMI (Ubuntu 16.04) Version 23.0,ami-0a5e9d50a93827435,Asia Pacific (Tokyo)ap-northeast-1
425,"Ubuntu Server 20.04 LTS (HVM), SSD Volume Type",ami-08a6203f59f9df866,Asia Pacific (Tokyo)ap-northeast-1
426,Deep Learning Base AMI (Amazon Linux 2) Version 23.0,ami-072dcae4b37eeefc6,Asia Pacific (Tokyo)ap-northeast-1
427,Deep Learning AMI (Amazon Linux) Version 28.0,ami-0e5c8004bd578fde5,Asia Pacific (Tokyo)ap-northeast-1
428,Deep Learning Base AMI (Amazon Linux) Version 23.0,ami-0d77ea975a6a6416c,Asia Pacific (Tokyo)ap-northeast-1
429,"Amazon Linux 2 AMI (HVM), SSD Volume Type",ami-076431be05aaf8080,Canada (Central)ca-central-1
